ticket_id,customer_id,company_name,segment,category,issue_type,severity,created_date,resolved_date,resolution_hours,description,resolution_notes,csat_score
TICKET-00733,CUST-0115,SecurityFirst LLC,SMB,Technical,Performance slow,High,2026-03-08,2026-03-08,10,SecurityFirst LLC (SMB) reported: Performance slow. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00734,CUST-0115,SecurityFirst LLC,SMB,Training,Documentation request,Medium,2025-09-06,2025-09-07,44,SecurityFirst LLC (SMB) reported: Documentation request. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00735,CUST-0116,LogStream Corp,SMB,Billing,Pricing clarification,High,2023-07-19,2023-07-20,26,LogStream Corp (SMB) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00736,CUST-0116,LogStream Corp,SMB,Technical,API error,Medium,2023-10-18,2023-10-19,39,LogStream Corp (SMB) reported: API error. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-00737,CUST-0116,LogStream Corp,SMB,Training,Documentation request,Low,2026-03-30,2026-04-02,94,LogStream Corp (SMB) reported: Documentation request. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00738,CUST-0116,LogStream Corp,SMB,Technical,Authentication failure,High,2024-10-26,2024-10-26,9,LogStream Corp (SMB) reported: Authentication failure. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00739,CUST-0116,LogStream Corp,SMB,Feature,Missing functionality,High,2024-02-20,2024-02-21,31,LogStream Corp (SMB) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00740,CUST-0116,LogStream Corp,SMB,Technical,Integration issue,Low,2025-09-20,2025-09-26,148,LogStream Corp (SMB) reported: Integration issue. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00741,CUST-0116,LogStream Corp,SMB,Training,Best practices,High,2024-12-27,2024-12-27,6,LogStream Corp (SMB) reported: Best practices. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00742,CUST-0116,LogStream Corp,SMB,Feature,Feature request,Medium,2024-06-05,2024-06-05,12,LogStream Corp (SMB) reported: Feature request. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00743,CUST-0116,LogStream Corp,SMB,Feature,Workflow improvement,High,2023-01-24,2023-01-25,28,LogStream Corp (SMB) reported: Workflow improvement. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00744,CUST-0116,LogStream Corp,SMB,Training,Best practices,High,2023-01-12,2023-01-12,18,LogStream Corp (SMB) reported: Best practices. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00745,CUST-0117,DevTools Systems,SMB,Billing,Payment issue,Low,2026-04-03,2026-04-09,157,DevTools Systems (SMB) reported: Payment issue. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 5/5.,5
TICKET-00746,CUST-0117,DevTools Systems,SMB,Training,Setup help,Low,2026-04-21,2026-04-25,104,DevTools Systems (SMB) reported: Setup help. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00747,CUST-0117,DevTools Systems,SMB,Billing,Plan change request,Low,2026-04-03,2026-04-06,81,DevTools Systems (SMB) reported: Plan change request. Severity: Low.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00748,CUST-0117,DevTools Systems,SMB,Technical,Performance slow,Critical,2026-03-08,2026-03-08,2,DevTools Systems (SMB) reported: Performance slow. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00749,CUST-0118,AIForge Solutions,Commercial,Billing,Invoice question,Medium,2025-04-06,2025-04-07,36,AIForge Solutions (Commercial) reported: Invoice question. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 5/5.,5
TICKET-00750,CUST-0118,AIForge Solutions,Commercial,Technical,Integration issue,High,2025-10-06,2025-10-07,34,AIForge Solutions (Commercial) reported: Integration issue. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 5/5.,5
TICKET-00751,CUST-0118,AIForge Solutions,Commercial,Training,How-to question,Low,2025-03-21,2025-03-26,120,AIForge Solutions (Commercial) reported: How-to question. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 4/5.,4
TICKET-00752,CUST-0119,LogStream Inc,Enterprise,Billing,Plan change request,Medium,2025-10-06,2025-10-09,94,LogStream Inc (Enterprise) reported: Plan change request. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-00753,CUST-0119,LogStream Inc,Enterprise,Technical,Integration issue,Medium,2026-05-18,2026-05-21,74,LogStream Inc (Enterprise) reported: Integration issue. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-00754,CUST-0119,LogStream Inc,Enterprise,Technical,Integration issue,High,2025-01-25,2025-01-26,40,LogStream Inc (Enterprise) reported: Integration issue. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00755,CUST-0120,QueueManager Group,SMB,Technical,Data sync problem,Medium,2025-11-02,2025-11-05,74,QueueManager Group (SMB) reported: Data sync problem. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 4/5.,4
TICKET-00756,CUST-0120,QueueManager Group,SMB,Technical,Integration issue,Low,2024-11-19,2024-11-25,154,QueueManager Group (SMB) reported: Integration issue. Severity: Low.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00757,CUST-0121,AnalyticsCo Group,SMB,Technical,Data sync problem,High,2026-02-11,2026-02-12,46,AnalyticsCo Group (SMB) reported: Data sync problem. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00758,CUST-0121,AnalyticsCo Group,SMB,Technical,Integration issue,High,2026-06-10,2026-06-11,36,AnalyticsCo Group (SMB) reported: Integration issue. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 5/5.,5
TICKET-00759,CUST-0121,AnalyticsCo Group,SMB,Technical,Performance slow,Critical,2026-02-06,2026-02-06,12,AnalyticsCo Group (SMB) reported: Performance slow. Severity: Critical. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 5/5.,5
TICKET-00760,CUST-0121,AnalyticsCo Group,SMB,Training,Best practices,High,2026-05-18,2026-05-18,13,AnalyticsCo Group (SMB) reported: Best practices. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 5/5.,5
TICKET-00761,CUST-0122,DevOpsHub Corp,SMB,Technical,Data sync problem,Critical,2024-11-02,2024-11-02,8,DevOpsHub Corp (SMB) reported: Data sync problem. Severity: Critical. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00762,CUST-0122,DevOpsHub Corp,SMB,Technical,Integration issue,High,2024-05-26,2024-05-26,12,DevOpsHub Corp (SMB) reported: Integration issue. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00763,CUST-0122,DevOpsHub Corp,SMB,Training,How-to question,Medium,2026-01-22,2026-01-24,65,DevOpsHub Corp (SMB) reported: How-to question. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00764,CUST-0122,DevOpsHub Corp,SMB,Technical,API error,Medium,2026-03-24,2026-03-25,25,DevOpsHub Corp (SMB) reported: API error. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00765,CUST-0123,CloudScale LLC,Commercial,Training,Best practices,Low,2026-02-28,2026-03-01,44,CloudScale LLC (Commercial) reported: Best practices. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 5/5.,5
TICKET-00766,CUST-0123,CloudScale LLC,Commercial,Training,Documentation request,Low,2024-04-05,2024-04-10,136,CloudScale LLC (Commercial) reported: Documentation request. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00767,CUST-0123,CloudScale LLC,Commercial,Billing,Payment issue,Low,2024-10-06,2024-10-11,132,CloudScale LLC (Commercial) reported: Payment issue. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00768,CUST-0123,CloudScale LLC,Commercial,Feature,UI/UX feedback,Medium,2024-12-28,2024-12-31,83,CloudScale LLC (Commercial) reported: UI/UX feedback. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00769,CUST-0124,BackupCloud Labs,SMB,Training,Documentation request,Low,2026-06-05,2026-06-11,163,BackupCloud Labs (SMB) reported: Documentation request. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-00770,CUST-0124,BackupCloud Labs,SMB,Feature,Workflow improvement,Medium,2025-01-12,2025-01-13,26,BackupCloud Labs (SMB) reported: Workflow improvement. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00771,CUST-0124,BackupCloud Labs,SMB,Billing,Invoice question,Medium,2026-02-06,2026-02-08,51,BackupCloud Labs (SMB) reported: Invoice question. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00772,CUST-0124,BackupCloud Labs,SMB,Training,How-to question,Critical,2026-06-08,2026-06-08,9,BackupCloud Labs (SMB) reported: How-to question. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00773,CUST-0124,BackupCloud Labs,SMB,Feature,Missing functionality,High,2025-08-21,2025-08-21,15,BackupCloud Labs (SMB) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00774,CUST-0124,BackupCloud Labs,SMB,Feature,Workflow improvement,High,2025-04-08,2025-04-09,33,BackupCloud Labs (SMB) reported: Workflow improvement. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00775,CUST-0124,BackupCloud Labs,SMB,Training,Best practices,Medium,2025-07-14,2025-07-14,16,BackupCloud Labs (SMB) reported: Best practices. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00776,CUST-0125,DevTools Labs,SMB,Technical,Performance slow,Medium,2026-01-28,2026-01-31,80,DevTools Labs (SMB) reported: Performance slow. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 4/5.,4
TICKET-00777,CUST-0125,DevTools Labs,SMB,Technical,Integration issue,Critical,2025-11-20,2025-11-20,10,DevTools Labs (SMB) reported: Integration issue. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 5/5.,5
TICKET-00778,CUST-0125,DevTools Labs,SMB,Training,Setup help,Medium,2026-06-20,2026-06-22,64,DevTools Labs (SMB) reported: Setup help. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00779,CUST-0125,DevTools Labs,SMB,Billing,Invoice question,Critical,2026-03-25,2026-03-25,2,DevTools Labs (SMB) reported: Invoice question. Severity: Critical. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00780,CUST-0125,DevTools Labs,SMB,Feature,Workflow improvement,Critical,2026-04-22,2026-04-22,8,DevTools Labs (SMB) reported: Workflow improvement. Severity: Critical. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00781,CUST-0125,DevTools Labs,SMB,Training,Best practices,Low,2026-02-19,2026-02-22,72,DevTools Labs (SMB) reported: Best practices. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
TICKET-00782,CUST-0126,LogStream Systems,Commercial,Billing,Payment issue,Critical,2023-12-23,2023-12-23,8,LogStream Systems (Commercial) reported: Payment issue. Severity: Critical. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00783,CUST-0126,LogStream Systems,Commercial,Feature,UI/UX feedback,Medium,2023-07-11,2023-07-14,85,LogStream Systems (Commercial) reported: UI/UX feedback. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00784,CUST-0126,LogStream Systems,Commercial,Billing,Payment issue,Low,2023-07-03,2023-07-06,77,LogStream Systems (Commercial) reported: Payment issue. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-00785,CUST-0126,LogStream Systems,Commercial,Training,Documentation request,Medium,2025-01-05,2025-01-06,27,LogStream Systems (Commercial) reported: Documentation request. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00786,CUST-0126,LogStream Systems,Commercial,Technical,API error,Medium,2024-07-06,2024-07-06,19,LogStream Systems (Commercial) reported: API error. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00787,CUST-0126,LogStream Systems,Commercial,Billing,Plan change request,High,2025-05-08,2025-05-08,4,LogStream Systems (Commercial) reported: Plan change request. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00788,CUST-0126,LogStream Systems,Commercial,Billing,Payment issue,Critical,2025-05-02,2025-05-02,1,LogStream Systems (Commercial) reported: Payment issue. Severity: Critical. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-00789,CUST-0126,LogStream Systems,Commercial,Feature,Workflow improvement,High,2023-06-03,2023-06-04,40,LogStream Systems (Commercial) reported: Workflow improvement. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00790,CUST-0126,LogStream Systems,Commercial,Billing,Pricing clarification,Low,2024-06-14,2024-06-20,166,LogStream Systems (Commercial) reported: Pricing clarification. Severity: Low.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00791,CUST-0126,LogStream Systems,Commercial,Training,Documentation request,Critical,2024-10-19,2024-10-19,11,LogStream Systems (Commercial) reported: Documentation request. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00792,CUST-0127,MetricsDash Labs,Enterprise,Training,Best practices,High,2024-01-29,2024-01-29,14,MetricsDash Labs (Enterprise) reported: Best practices. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 5/5.,5
TICKET-00793,CUST-0128,DevTools Technologies,Commercial,Technical,Performance slow,Low,2025-08-22,2025-08-27,137,DevTools Technologies (Commercial) reported: Performance slow. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00794,CUST-0128,DevTools Technologies,Commercial,Feature,Feature request,High,2025-12-17,2025-12-17,7,DevTools Technologies (Commercial) reported: Feature request. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 4/5.,4
